Country,Product,Flow,NoCountry,NoProduct,NoFlow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 Provisional
Netherlands,Oil products,Commercial and public services (PJ),26. Netherlands,03. Oil products,11. Commercial and public services (PJ),51.61399955,59.05200047,44.97520013,37.98200065,54.41019998,77.24159913,58.41579946,50.67140014,46.50480145,31.41619808,27.34540175,15.4091992,16.72779837,60.48620137,67.33759812,59.92040141,45.15499806,54.59340179,50.71259825,7.693399912,7.741200607,7.871598493,8.233199849,7.674998926,7.269599455,8.665800959,9.073800432,8.521000481,8.228799522,8.125800055,8.356601592,8.760401705,8.746798792,9.195799597,9.320201986,9.964198814,8.872201825,8.396200346,8.708799395,9.506200576,8.533401782,9.504601218,9.242201902,7.347599539,8.673140419,8.389216764,8.904754195,9.92491407,11.53849842,9.853696602,9.362798489,7.73313683,..
Netherlands,Oil products,Other final consumption (PJ),26. Netherlands,03. Oil products,12. Other final consumption (PJ),231.2369975,299.7997956,357.781202,367.0813995,308.3531978,403.8538001,355.3593978,447.0202985,546.9221948,508.2875976,474.2308978,301.3042008,375.8726998,348.2675992,334.1918958,542.6334002,400.3791958,324.2211991,293.8591996,277.0726646,255.8795854,259.9405595,229.7843663,262.3642143,279.3529424,285.9127327,293.4627682,290.5569029,288.2106788,285.4295927,290.0773552,294.9476043,371.6962538,367.8180879,357.4237875,349.3361083,360.0135912,325.7410577,337.4817032,375.3783224,335.6003981,357.9018614,336.9119467,322.5924711,346.305782,369.3771308,395.8489232,388.4864229,356.3247692,394.5913592,390.5788808,327.546318,..
Netherlands,Natural gas,Production (PJ),26. Netherlands,04. Natural gas,01. Production (PJ),1387.5273,1850.998498,2250.9657,2669.792402,2875.689902,3079.778398,3067.023601,2808.5076,2963.799902,2885.185799,2678.311799,2280.021301,2422.4832,2445.1146,2554.955101,2343.382201,2350.0296,2076.667198,2269.985399,2283.000301,2581.199998,2592.199798,2642.399999,2506.599902,2548.199699,2883.899702,2554.199999,2436.399901,2265.599701,2208.9996,2327.3001,2286.700202,2185.800302,2578.200299,2351.999699,2322.099901,2232.0999,2552.699701,2357.999999,2709.600299,2501.900101,2462.499902,2606.599798,2173.899599,1651.720107,1594.702259,1365.524535,1169.546955,998.8722326,723.4171005,648.8485806,539.3610643,354.7670619
Netherlands,Natural gas,Imports (PJ),26. Netherlands,04. Natural gas,02. Imports (PJ),0,0,0,0,0,0,9.156598589,55.71540139,65.45610044,119.8340997,106.0838991,107.3052012,100.6424994,108.2133014,66.18330155,62.87850121,67.38119946,79.5564013,82.10159888,85.10039857,73.29960132,88.59960041,110.5001985,110.1995989,115.5995995,170.8002004,216.6003006,216.1997997,324.5004,522.2996994,641.5001981,802.7000996,764.2997999,565.299898,688.2003012,755.2998002,782.9000985,793.8000011,770.1003015,772.4996979,719.4995996,841.4000987,913.1004011,934.7003995,1220.846345,1377.272089,726.7961956,937.9733718,1078.208471,1094.606132,931.6342258,1170.196566,1202.708743
Netherlands,Natural gas,Exports (PJ),26. Netherlands,04. Natural gas,03. Exports (PJ),-551.8565982,-769.6871983,-1057.508099,-1388.585702,-1560.706201,-1705.338001,-1719.129601,-1499.776199,-1655.775898,-1730.916,-1572.176702,-1239.903901,-1301.8176,-1263.420901,-1266.641999,-1044.805498,-1009.652401,-880.1685018,-1045.6785,-1081.400399,-1215.600302,-1287,-1317.6999,-1219.899601,-1219.599901,-1464.000299,-1273.499999,-1166.0004,-1142.6004,-1241.9001,-1485.999902,-1575.0999,-1442.600098,-1605.999598,-1564.900198,-1639.8999,-1670.200199,-1851.699599,-1668.500098,-1786.100402,-1719.299698,-1906.499699,-2128.100399,-1846.700099,-1660.22274,-1789.686237,-783.4055918,-745.4013174,-725.2705801,-500.0269868,-504.45274,-535.6252161,-598.9622724
Netherlands,Natural gas,Total energy supply (PJ),26. Netherlands,04. Natural gas,04. Total energy supply (PJ),835.6707016,1081.3113,1193.457602,1281.2067,1314.983701,1374.290099,1355.995801,1362.7098,1373.166898,1274.1156,1212.219,1147.455899,1221.304499,1290.298499,1354.986,1361.587499,1407.249899,1275.305401,1306.115099,1286.500498,1438.799401,1393.699501,1434.6999,1396.700101,1444.199402,1590.899402,1496.800799,1487.4993,1447.799401,1465.699499,1501.9002,1498.800599,1506.500099,1538.700301,1478.999698,1433.7,1395.700201,1450.999799,1485.999902,1677.500098,1467.199801,1402.000201,1397.586932,1218.477295,1198.760925,1257.600312,1304.762478,1287.097578,1342.241485,1316.686991,1262.522875,978.0149347,918.2079161
Netherlands,Natural gas,"Electricity, CHP and heat plants (PJ)",26. Netherlands,04. Natural gas,"05. Electricity, CHP and heat plants (PJ)",-254.6118014,-332.0694017,-392.3739002,-429.1586979,-412.9218019,-408.7466998,-408.1625993,-359.2827016,-296.3961031,-239.3658037,-215.0505021,-245.591098,-309.5829028,-339.0471017,-339.8544005,-359.0387995,-354.3048015,-306.6722981,-332.4888019,-296.0900983,-337.9050013,-349.0236013,-368.2521,-367.5014988,-377.0927961,-411.4323017,-439.5194997,-453.0869968,-449.3763029,-453.437097,-479.2167026,-493.1298032,-490.9544968,-521.6220072,-495.6875989,-474.3746977,-493.6797017,-507.9878981,-541.044003,-577.4363971,-512.0865032,-423.9935977,-414.9441016,-390.3299965,-342.9740647,-381.9404909,-410.9036763,-398.0237607,-472.2357453,-474.6679579,-377.0759484,-321.3913954,..
Netherlands,Natural gas,"Oil refineries, transformation (PJ)",26. Netherlands,04. Natural gas,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Natural gas,Total final consumption (PJ),26. Netherlands,04. Natural gas,07. Total final consumption (PJ),565.6896012,746.0324984,807.855298,847.6650001,904.9292998,958.7042994,966.8609981,1019.551499,1077.498,1015.561801,976.3434009,892.9700992,904.5450018,940.1660994,1009.826099,978.7031986,1029.0438,940.2237014,938.8539019,992.2537349,1101.824694,1050.676593,1070.566573,1023.076496,1053.36827,1169.328023,1031.45893,994.5533934,965.0519655,966.2325971,971.5868151,935.6410562,949.5539978,953.617731,931.5167359,898.1659222,846.7186577,885.7184611,887.1527122,1032.772229,882.1598234,922.1464346,923.4057822,784.6873806,809.1163329,828.3039349,839.2678243,820.447748,806.785646,768.9975737,828.0508428,647.7558886,..
Netherlands,Natural gas,Industry (PJ),26. Netherlands,04. Natural gas,08. Industry (PJ),253.5831005,322.3979984,341.0226014,361.4561992,241.9658986,243.496802,296.9279984,294.5384995,324.000898,279.0935994,292.2371997,301.646702,286.9884012,273.735002,262.2986992,242.5976993,269.3870982,258.6807011,262.3247997,283.0888366,291.7175927,292.0368907,281.1081704,273.3737942,266.2777711,277.9950208,254.935328,248.7809916,253.7189663,249.0639983,236.1905136,233.2945543,228.4712979,229.4858307,229.8767355,220.3255226,213.9979574,208.4954638,188.6456106,207.6432281,203.4779232,199.6093325,202.3730811,192.6103804,202.4256798,210.5799083,216.0560836,212.0043832,211.0155239,207.5929405,213.4173654,183.8972183,..
Netherlands,Natural gas,Transport (PJ),26. Netherlands,04. Natural gas,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001800324,0.003600648,0.006301134,0.009901782,0.0161987292,0.0224998632,0.0279008352,0.0306013212,0.0558016704,0.0881991288,0.1304983692,0.2628012492,0.3878986464,0.7236004572,0.9926986536,1.096200536,1.27529928,1.510157826,1.868669323,2.386182924,2.501813966,2.671027675,2.529212386,2.58763918,2.585495538,..
Netherlands,Natural gas,Residential (PJ),26. Netherlands,04. Natural gas,10. Residential (PJ),212.364,273.9420016,299.1887992,307.8558017,366.4349995,399.4209,389.3219993,423.1862989,450.773099,478.0124993,443.6360997,397.972799,386.0991011,377.3447996,424.4256001,392.9462985,380.2715989,332.3448011,329.1911986,350.3087982,405.2033984,372.3677997,391.4153993,366.7887003,402.4242005,471.2624985,395.3636982,375.9461991,356.5989,356.238898,378.6236995,365.3612988,374.1830999,357.6842986,343.9314016,346.6674001,309.5685002,350.7408006,349.2756006,406.7423991,315.9800987,337.9077017,358.9667991,267.7041009,285.2872248,297.2544808,288.2946367,286.3852675,276.5444746,264.7340436,300.43755,237.4506148,..
Netherlands,Natural gas,Commercial and public services (PJ),26. Netherlands,04. Natural gas,11. Commercial and public services (PJ),0,0,0,0,0,2.78819946,2.712598412,2.648699471,2.234700313,1.152898182,1.032301595,1.405801836,0.6632979768,0.7686001836,0.697499946,1.266301847,0.930600036,144.8162999,141.920102,135.6686988,157.9310992,144.3491996,154.5146997,144.0719999,148.1381991,172.7145016,149.9391009,144.6533999,134.7893996,135.1224009,145.4940005,136.8684012,146.8674007,161.8145991,147.5063985,147.6081,131.9094003,143.8604995,148.0175984,168.9408006,134.8848,152.1225004,152.6678981,120.894298,130.3191783,130.9114347,129.8943396,125.778891,116.1637248,104.4498329,113.9429205,95.75318363,..
Netherlands,Natural gas,Other final consumption (PJ),26. Netherlands,04. Natural gas,12. Other final consumption (PJ),99.74250065,149.6924984,167.6439016,178.3529992,296.5284018,312.9983979,277.898402,299.1780014,300.4892988,257.3028001,239.4377999,191.9448006,230.7941973,288.3176976,322.4042995,341.8929031,378.4544984,204.3818993,205.4178016,223.1874014,246.9725996,241.9226992,243.5282993,238.8420015,236.5280995,247.3559975,231.220803,225.1710026,219.941099,225.8010029,211.2686997,200.1005991,200.0096995,204.6050976,210.1716032,183.509102,191.1546007,182.4911988,200.9511014,249.0579024,227.0934011,231.5141971,208.3017992,202.203298,189.5740879,187.6894459,202.6365773,193.7773923,200.390895,189.6915402,197.665372,128.0693762,..
Netherlands,Nuclear,Production (PJ),26. Netherlands,05. Nuclear,01. Production (PJ),4.418183502,3.556364216,12.08727067,35.74909228,36.38181825,42.24000137,40.47272797,44.29090953,38.0618178,45.818183,39.90545425,42.51272533,39.15272622,40.48363458,42.53454693,45.9927265,38.79272841,40.09090855,43.84363788,38.20363728,36.31636182,41.45454513,43.06909244,43.27636416,43.83272708,45.38181795,26.2690927,41.60727122,41.80363632,42.8290925,43.37454462,42.70909044,43.83272708,41.69454506,43.60363794,37.84363528,45.818183,45.47999841,46.3418177,43.29818157,45.17454623,42.70909044,31.5381805,44.62908993,44.48727464,43.20000111,37.11794142,38.34294467,42.65179827,44.58941581,41.75952001,45.34159537,43.47592379
Netherlands,Nuclear,Imports (PJ),26. Netherlands,05. Nuclear,02. Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Nuclear,Exports (PJ),26. Netherlands,05. Nuclear,03. Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Nuclear,Total energy supply (PJ),26. Netherlands,05. Nuclear,04. Total energy supply (PJ),4.418183502,3.556364216,12.08727067,35.74909228,36.38181825,42.24000137,40.47272797,44.29090953,38.0618178,45.818183,39.90545425,42.51272533,39.15272622,40.48363458,42.53454693,45.9927265,38.79272841,40.09090855,43.84363788,38.20363728,36.31636182,41.45454513,43.06909244,43.27636416,43.83272708,45.38181795,26.2690927,41.60727122,41.80363632,42.8290925,43.37454462,42.70909044,43.83272708,41.69454506,43.60363794,37.84363528,45.818183,45.47999841,46.3418177,43.29818157,45.17454623,42.70909044,31.5381805,44.62908993,44.48727464,43.20000111,37.11794142,38.34294467,42.65179827,44.58941581,41.75952001,45.34159537,43.47592379
Netherlands,Nuclear,"Electricity, CHP and heat plants (PJ)",26. Netherlands,05. Nuclear,"05. Electricity, CHP and heat plants (PJ)",-4.418183502,-3.556364216,-12.08727067,-35.74909228,-36.38181825,-42.24000137,-40.47272797,-44.29090953,-38.0618178,-45.818183,-39.90545425,-42.51272533,-39.15272622,-40.48363458,-42.53454693,-45.9927265,-38.79272841,-40.09090855,-43.84363788,-38.20363728,-36.31636182,-41.45454513,-43.06909244,-43.27636416,-43.83272708,-45.38181795,-26.2690927,-41.60727122,-41.80363632,-42.8290925,-43.37454462,-42.70909044,-43.83272708,-41.69454506,-43.60363794,-37.84363528,-45.818183,-45.47999841,-46.3418177,-43.29818157,-45.17454623,-42.70909044,-31.5381805,-44.62908993,-44.48727464,-43.20000111,-37.11794142,-38.34294467,-42.65179827,-44.58941581,-41.75952001,-45.34159537,..
Netherlands,Nuclear,"Oil refineries, transformation (PJ)",26. Netherlands,05. Nuclear,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Nuclear,Total final consumption (PJ),26. Netherlands,05. Nuclear,07. Total final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Nuclear,Industry (PJ),26. Netherlands,05. Nuclear,08. Industry (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Nuclear,Transport (PJ),26. Netherlands,05. Nuclear,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Nuclear,Residential (PJ),26. Netherlands,05. Nuclear,10. Residential (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Nuclear,Commercial and public services (PJ),26. Netherlands,05. Nuclear,11. Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Nuclear,Other final consumption (PJ),26. Netherlands,05. Nuclear,12. Other final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Renewables and waste,Production (PJ),26. Netherlands,06. Renewables and waste,01. Production (PJ),0,0,0,0,7.938001141,7.800000026,8.427999092,11.43400008,10.25300009,9.503998319,8.529001456,2.441000696,2.131001651,0.1549995228,3.598801621,4.515400998,5.725800691,14.92880158,15.68599692,41.49699928,41.70839918,42.94199794,46.99260552,47.12359793,52.09079652,61.86599481,68.95560373,75.21479855,79.57379745,85.49360608,90.18159953,98.17959752,100.8474014,108.4554366,113.0304074,119.2047316,125.1923789,138.9288929,152.6427438,159.1320996,166.2257864,191.9207935,209.7363979,217.8100053,234.9338582,233.2375887,263.0266456,262.7954044,283.1977101,319.0167136,351.7395115,374.1548934,407.1580185
Netherlands,Renewables and waste,Imports (PJ),26. Netherlands,06. Renewables and waste,02. Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7499982312,0.78000084,0.7199998092,0.6900013872,0.7199998092,0.6900013872,0.78000084,0.6300003564,0.6900013872,0.7939973124,0.8419989744,1.821999064,5.414993593,3.518017315,11.82560404,25.84103008,23.73857403,27.32330801,35.10528805,29.67493308,29.77030839,33.34975025,36.17699999,30.54399553,27.78100061,26.75918276,29.77110807,28.71314139,30.08140856,40.12392566,66.72565962,81.46262203,77.38513519,65.91884233
Netherlands,Renewables and waste,Exports (PJ),26. Netherlands,06. Renewables and waste,03. Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6300003564,-0.6599987784,-0.6000019344,-0.5699993256,-0.6000019344,-0.5699993256,-0.6599987784,-0.5099982948,-2.421000353,-3.252000604,-4.984000214,-7.426001556,-11.65600096,-11.77600302,-14.95021288,-13.51455079,-13.01099598,-13.90999823,-16.1639034,-13.74899903,-24.53512948,-21.56749633,-46.22400115,-59.61999851,-71.38299732,-67.30994431,-61.95752663,-73.11763462,-59.43168462,-65.66686814,-70.07553923,-67.24051879,-47.7606991,-69.58243886
Netherlands,Renewables and waste,Total energy supply (PJ),26. Netherlands,06. Renewables and waste,04. Total energy supply (PJ),0,0,0,0,7.938001141,7.800000026,8.427999092,11.43400008,10.25300009,9.503998319,8.529001456,2.441000696,2.131001651,0.1549995228,3.598801621,4.515400998,5.725800691,14.92880158,15.68599692,41.61700134,41.82840125,43.062,47.11260758,47.24359999,52.21079858,61.98599687,69.07560579,73.48379959,77.11579835,81.35160484,84.57759704,91.93859434,92.58941565,105.3308278,125.3568825,129.9003392,135.7051365,153.7045204,168.110688,166.9520999,176.2467917,179.5687998,176.6244076,177.2130047,194.881217,200.3693665,214.5822797,226.1720329,255.8432523,307.7713791,356.1246904,385.3609683,388.0940276
Netherlands,Renewables and waste,"Electricity, CHP and heat plants (PJ)",26. Netherlands,06. Renewables and waste,"05. Electricity, CHP and heat plants (PJ)",0,0,0,0,-7.938001141,-7.800000026,-8.427999092,-11.43400008,-10.25300009,-9.503998319,-8.529001456,-2.441000696,-2.131001651,-0.1549995228,-3.598801621,-4.515400998,-5.725800691,-7.772802574,-8.524002416,-24.34299723,-24.34139787,-25.0049973,-28.66459963,-28.51159721,-33.04580113,-41.93199942,-48.10360221,-52.03380998,-55.0347868,-58.83159476,-61.14860337,-68.52260487,-68.70241119,-79.22081672,-98.30290715,-98.17836241,-91.09714802,-109.1464177,-119.5077596,-124.0516392,-129.8108003,-132.1007999,-128.0313978,-123.4970096,-141.7795008,-149.2825479,-157.9569946,-155.8911144,-177.0712815,-229.2708971,-273.6811012,-289.8788172,..
Netherlands,Renewables and waste,"Oil refineries, transformation (PJ)",26. Netherlands,06. Renewables and waste,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,Renewables and waste,Total final consumption (PJ),26. Netherlands,06. Renewables and waste,07. Total final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.155999011,7.161998695,17.0224821,17.16571671,17.42032021,17.83497251,18.17517932,18.61598237,19.51262745,20.44543812,20.87556483,21.38835154,21.79156131,22.76734948,22.82209608,23.39129572,25.49454726,26.42798176,31.09682479,44.01147413,43.9826522,48.03501824,42.37544016,45.71062829,46.41336174,46.922037,51.76369858,50.69922561,48.67525532,53.61847191,67.26612945,74.64707266,71.94466492,74.95192194,71.94378569,..
Netherlands,Renewables and waste,Industry (PJ),26. Netherlands,06. Renewables and waste,08. Industry (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049999198,1.049999198,1.728997675,1.85099684,2.137001335,2.155000388,2.239000157,2.41200292,2.516003032,2.480000738,2.50799787,2.58899989,2.572001482,2.620999602,2.886999566,3.321999713,4.263008134,4.384977991,5.393980044,5.491988845,5.521999828,5.314983502,4.298457769,3.768986668,4.229002944,4.34400178,6.094996902,6.620318885,6.629663822,6.612313723,9.296734972,8.29581763,7.732948424,7.454287577,7.194362659,..
Netherlands,Renewables and waste,Transport (PJ),26. Netherlands,06. Renewables and waste,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734000901,13.83399944,12.02610152,15.62494919,9.57500226,13.45199999,13.09200218,12.5270019,14.6230019,12.32468735,9.877724647,12.69324298,20.56051232,25.6599761,21.96309451,24.8675949,22.98994907,..
Netherlands,Renewables and waste,Residential (PJ),26. Netherlands,06. Renewables and waste,10. Residential (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05599845,0.0619981344,12.93148027,12.86571402,12.92532149,13.06697349,13.27118048,13.51598267,13.93862757,14.08643417,14.21555927,14.32234779,14.38956268,14.34735136,14.3160969,14.68529311,15.43953676,16.23899784,16.99784697,17.01548596,17.1985496,17.50408552,17.89397708,18.24564316,17.79436055,17.89703344,17.79969453,17.65315653,17.48700337,17.34292302,17.37087829,17.22236831,17.10915723,17.11964935,17.12935436,..
Netherlands,Renewables and waste,Commercial and public services (PJ),26. Netherlands,06. Renewables and waste,11. Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.274998263,2.36199578,2.269999224,2.522999174,2.574002772,2.595007948,2.963999005,3.783004074,4.057000826,4.383006008,4.736995762,5.706993586,5.527999512,5.293002802,5.701998733,5.525998222,6.098999483,6.231000913,7.124999944,6.841997384,7.219994249,6.749000183,6.191996684,6.215999609,6.335997484,6.102516395,6.14003431,7.470138802,8.368580027,9.037396206,9.227640211,8.53802401,8.117187808,..
Netherlands,Renewables and waste,Other final consumption (PJ),26. Netherlands,06. Renewables and waste,12. Other final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.050001362,6.050001362,0.087001704,0.087001704,0.0879981624,0.0899994528,0.091000098,0.0930013884,0.0940020336,0.0959991372,0.094998492,0.0940020336,0.0930013884,0.0920007432,0.091000098,0.091000098,0.0899994528,0.2779993332,0.8719973964,1.438998973,2.111001307,2.749002638,3.388000428,3.494998289,5.106003566,5.938000276,6.910003577,7.998542269,8.540829166,9.499857574,11.66941965,14.43151441,15.91182036,16.9723661,16.51293179,..
Netherlands,Electricity,Production (PJ),26. Netherlands,07. Electricity,01. Production (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Electricity,Imports (PJ),26. Netherlands,07. Electricity,02. Imports (PJ),0.003600648,0.0179990532,0.0252003492,0.0359981064,0.1908008496,0.0863988048,3.549598348,2.231999827,1.432798322,1.839600371,1.19879807,11.17799819,17.53199891,13.16880066,18.91080008,7.880399147,13.11839996,21.0491998,18.98640112,34.84440017,35.20080152,32.06160168,38.05920105,39.06000116,43.12440006,40.63680028,47.18519832,44.04240202,80.66880056,82.60560168,77.37120152,75.1320004,74.88360174,77.05799957,85.28759877,98.44560167,83.12039805,89.88120082,55.62719807,56.09879922,74.23200168,115.7606029,119.707202,118.2780002,110.7360326,87.32745379,80.84777789,96.31652176,73.45028007,71.18381869,75.18742525,66.76001231,70.36778206
